Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
46,No,Travel_Rarely,168,Sales,2,Marketing,Female,33,5,Manager,2,Married,18789,9946,No,14,3,80,26,2,3,11,4,0
34,No,Travel_Rarely,131,Sales,3,Marketing,Female,86,2,Sales Executive,1,Single,4538,6039,Yes,12,3,80,4,3,3,3,2,0
51,No,Travel_Frequently,237,Sales,3,Life Sciences,Male,83,5,Manager,2,Divorced,19847,19196,Yes,24,4,80,31,5,2,29,10,11
59,No,Travel_Rarely,1429,Research & Development,4,Medical,Male,67,3,Manufacturing Director,4,Single,10512,20002,No,12,3,80,25,6,2,9,7,5
34,No,Travel_Frequently,135,Research & Development,3,Medical,Female,46,2,Laboratory Technician,2,Divorced,4444,22534,No,13,3,80,15,2,4,11,8,5
28,No,Travel_Frequently,791,Research & Development,4,Medical,Male,44,1,Laboratory Technician,3,Single,2154,6842,Yes,11,3,80,5,2,2,4,2,0
44,No,Travel_Rarely,1199,Research & Development,2,Life Sciences,Male,92,5,Manager,1,Divorced,19190,17477,No,14,3,80,26,4,2,25,9,14
34,No,Travel_Frequently,648,Human Resources,3,Life Sciences,Male,56,2,Human Resources,2,Married,4490,21833,No,11,3,80,14,5,4,10,9,1
35,No,Travel_Rarely,735,Research & Development,1,Life Sciences,Male,66,1,Research Scientist,3,Married,3506,6020,Yes,14,3,80,4,3,3,3,2,2
42,No,Travel_Rarely,603,Research & Development,4,Medical,Female,78,2,Research Scientist,2,Married,2372,5628,Yes,16,3,80,18,2,3,1,0,0
43,No,Travel_Rarely,531,Sales,4,Marketing,Female,56,3,Sales Executive,4,Single,10231,20364,No,14,3,80,23,3,4,21,7,15
36,No,Travel_Rarely,429,Research & Development,4,Life Sciences,Female,53,2,Manufacturing Director,2,Single,5410,2323,Yes,11,3,80,18,2,3,16,14,5
44,Yes,Travel_Rarely,621,Research & Development,3,Medical,Female,73,3,Healthcare Representative,4,Married,7978,14075,No,11,3,80,10,2,3,10,7,0
28,No,Travel_Frequently,193,Research & Development,3,Life Sciences,Male,52,1,Laboratory Technician,4,Married,3867,14222,Yes,12,3,80,2,2,3,2,2,2
51,No,Travel_Frequently,968,Research & Development,2,Medical,Female,40,1,Laboratory Technician,3,Single,2838,4257,No,14,3,80,8,6,2,7,0,7
30,No,Non-Travel,879,Research & Development,2,Medical,Female,72,2,Manufacturing Director,3,Single,4695,12858,Yes,18,3,80,10,3,3,8,4,1
29,Yes,Travel_Rarely,806,Research & Development,3,Technical Degree,Female,39,1,Laboratory Technician,3,Divorced,3339,17285,Yes,13,3,80,10,2,3,7,7,7
28,No,Travel_Rarely,640,Research & Development,3,Technical Degree,Male,84,1,Research Scientist,1,Single,2080,4732,No,11,3,80,5,2,2,3,2,1
25,No,Travel_Rarely,266,Research & Development,3,Medical,Female,40,1,Research Scientist,2,Single,2096,18830,No,18,3,80,2,3,2,2,2,2
32,No,Travel_Rarely,604,Sales,3,Medical,Male,56,2,Sales Executive,4,Married,6209,11693,No,15,3,80,10,4,4,10,7,0
45,No,Travel_Frequently,364,Research & Development,3,Medical,Female,83,5,Manager,2,Single,18061,13035,No,22,4,80,22,4,3,0,0,0
39,No,Travel_Rarely,412,Research & Development,4,Medical,Female,94,4,Manager,2,Divorced,17123,17334,Yes,13,3,80,21,4,3,19,9,15
58,No,Travel_Rarely,848,Research & Development,4,Life Sciences,Male,88,1,Research Scientist,3,Divorced,2372,26076,No,12,3,80,2,3,3,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,2,Life Sciences,Male,79,2,Laboratory Technician,3,Married,4883,22845,No,18,3,80,10,3,3,10,4,1
39,Yes,Travel_Rarely,360,Research & Development,3,Medical,Male,93,1,Research Scientist,1,Single,3904,22154,No,13,3,80,6,2,3,5,2,0
30,No,Travel_Rarely,1138,Research & Development,3,Technical Degree,Female,48,2,Laboratory Technician,4,Married,4627,23631,No,12,3,80,10,6,3,9,2,6
36,No,Travel_Rarely,325,Research & Development,4,Technical Degree,Female,63,3,Healthcare Representative,3,Married,7094,5747,No,12,3,80,10,0,3,7,7,1
46,No,Travel_Rarely,991,Human Resources,2,Life Sciences,Female,44,1,Human Resources,1,Single,3423,22957,No,12,3,80,10,3,4,7,6,5
28,No,Non-Travel,1476,Research & Development,3,Life Sciences,Female,55,2,Laboratory Technician,4,Married,6674,16392,No,11,3,80,10,6,3,9,8,7
50,No,Travel_Rarely,1322,Research & Development,3,Life Sciences,Female,43,4,Research Director,1,Married,16880,22422,Yes,11,3,80,25,2,3,3,2,1
40,Yes,Travel_Rarely,299,Sales,4,Marketing,Male,57,3,Sales Executive,2,Single,9094,17235,Yes,12,3,80,9,2,3,5,4,1
52,Yes,Travel_Rarely,1030,Sales,3,Life Sciences,Male,64,3,Sales Executive,2,Single,8446,21534,Yes,19,3,80,10,2,2,8,7,7
30,No,Travel_Rarely,634,Research & Development,4,Medical,Female,95,3,Manager,1,Married,11916,25927,Yes,23,4,80,9,2,3,9,1,0
39,No,Travel_Rarely,524,Research & Development,2,Life Sciences,Male,32,2,Manufacturing Director,3,Single,4534,13352,No,11,3,80,9,6,3,8,7,1
31,No,Non-Travel,587,Sales,4,Life Sciences,Female,57,3,Sales Executive,3,Divorced,9852,8935,Yes,19,3,80,10,5,2,10,8,9
41,No,Non-Travel,256,Sales,2,Medical,Male,40,2,Sales Executive,2,Single,6151,22074,No,13,3,80,19,4,3,19,2,11
31,Yes,Travel_Frequently,1060,Sales,3,Life Sciences,Female,54,1,Sales Representative,2,Single,2302,8319,Yes,11,3,80,3,2,4,3,2,2
44,Yes,Travel_Rarely,935,Research & Development,3,Life Sciences,Male,89,1,Laboratory Technician,1,Married,2362,14669,No,12,3,80,10,4,4,3,2,1
42,No,Non-Travel,495,Research & Development,1,Life Sciences,Male,37,4,Manager,3,Married,17861,26582,Yes,13,3,80,21,3,2,20,8,2
55,No,Travel_Rarely,282,Research & Development,2,Medical,Female,58,5,Manager,3,Married,19187,6992,No,14,3,80,23,5,3,19,9,9
56,No,Travel_Rarely,206,Human Resources,4,Life Sciences,Male,99,5,Manager,2,Single,19717,4022,No,14,3,80,36,4,3,7,3,7
40,No,Non-Travel,458,Research & Development,2,Life Sciences,Male,74,1,Research Scientist,3,Divorced,3544,8532,No,16,3,80,6,0,3,4,2,0
34,No,Travel_Rarely,943,Research & Development,3,Life Sciences,Male,86,3,Healthcare Representative,4,Divorced,8500,5494,No,11,3,80,10,0,2,9,7,1
40,No,Travel_Rarely,523,Research & Development,3,Life Sciences,Male,98,2,Research Scientist,4,Single,4661,22455,No,13,3,80,9,4,3,9,8,8
41,No,Travel_Frequently,1018,Sales,3,Marketing,Female,66,2,Sales Executive,1,Divorced,4103,4297,No,17,3,80,10,2,3,9,3,1
35,No,Travel_Frequently,482,Research & Development,4,Life Sciences,Male,87,2,Research Scientist,3,Single,4249,2690,Yes,11,3,80,9,3,3,9,6,1
51,No,Travel_Rarely,770,Human Resources,3,Life Sciences,Male,84,4,Manager,2,Divorced,14026,17588,Yes,11,3,80,33,2,3,33,9,0
38,No,Travel_Rarely,1009,Sales,2,Life Sciences,Female,31,2,Sales Executive,1,Divorced,6893,19461,No,15,3,80,11,3,3,7,7,1
34,No,Travel_Rarely,507,Sales,2,Medical,Female,66,2,Sales Executive,1,Single,6125,23553,No,12,3,80,10,6,4,10,8,9
25,No,Travel_Rarely,882,Research & Development,1,Medical,Male,67,1,Laboratory Technician,4,Married,3669,9075,No,11,3,80,7,6,2,3,2,1
58,Yes,Travel_Rarely,601,Research & Development,4,Medical,Female,53,3,Manufacturing Director,1,Married,10008,12023,Yes,14,3,80,31,0,2,10,9,5
40,No,Travel_Rarely,329,Research & Development,4,Life Sciences,Male,88,1,Laboratory Technician,2,Married,2387,6762,No,22,4,80,7,3,3,4,2,0
36,No,Travel_Frequently,607,Sales,3,Marketing,Female,83,2,Sales Executive,1,Married,4639,2261,No,16,3,80,17,2,2,15,7,6
48,No,Travel_Rarely,855,Research & Development,3,Life Sciences,Male,54,3,Manufacturing Director,4,Single,7898,18706,No,11,3,80,11,2,3,10,9,0
27,No,Travel_Rarely,1291,Sales,3,Medical,Female,98,1,Sales Representative,4,Married,2534,6527,No,14,3,80,5,4,3,1,0,0
51,No,Travel_Rarely,1405,Research & Development,2,Technical Degree,Female,82,4,Manufacturing Director,2,Single,13142,24439,No,16,3,80,29,1,2,5,2,0
18,No,Non-Travel,1124,Research & Development,3,Life Sciences,Female,97,1,Laboratory Technician,4,Single,1611,19305,No,15,3,80,0,5,4,0,0,0
35,No,Travel_Rarely,817,Research & Development,3,Medical,Female,60,2,Laboratory Technician,4,Married,5363,10846,No,12,3,80,10,0,3,9,7,0
27,No,Travel_Frequently,793,Sales,1,Life Sciences,Male,43,2,Sales Executive,4,Single,5071,20392,No,20,4,80,8,3,3,6,2,0
55,Yes,Travel_Rarely,267,Sales,4,Marketing,Male,85,4,Sales Executive,3,Single,13695,9277,Yes,17,3,80,24,2,2,19,7,3
56,No,Travel_Rarely,1369,Research & Development,3,Life Sciences,Male,68,4,Manufacturing Director,2,Married,13402,18235,Yes,12,3,80,33,0,3,19,16,15
34,No,Non-Travel,999,Research & Development,1,Technical Degree,Female,92,1,Research Scientist,3,Divorced,2029,15891,No,20,4,80,5,2,3,5,4,0
40,No,Travel_Rarely,1202,Research & Development,1,Medical,Female,89,2,Healthcare Representative,3,Divorced,6377,13888,No,20,4,80,15,0,3,12,11,11
34,No,Travel_Rarely,285,Research & Development,3,Medical,Male,86,2,Laboratory Technician,3,Married,5429,17491,No,13,3,80,10,1,3,8,7,7
31,Yes,Travel_Frequently,703,Sales,3,Life Sciences,Female,90,1,Sales Representative,4,Single,2785,11882,No,14,3,80,3,3,4,1,0,0
35,Yes,Travel_Frequently,662,Sales,4,Marketing,Female,67,2,Sales Executive,3,Married,4614,23288,Yes,18,3,80,5,0,2,4,2,3
38,No,Travel_Frequently,693,Research & Development,3,Life Sciences,Male,57,1,Research Scientist,3,Divorced,2610,15748,No,11,3,80,4,2,3,4,2,0
34,No,Travel_Rarely,404,Research & Development,4,Technical Degree,Female,98,2,Healthcare Representative,4,Single,6687,6163,No,11,3,80,14,2,4,14,11,4
28,No,Travel_Rarely,736,Sales,3,Life Sciences,Male,48,2,Sales Executive,1,Married,4724,24232,No,11,3,80,5,0,3,5,3,0
31,Yes,Travel_Rarely,330,Research & Development,4,Medical,Male,98,2,Manufacturing Director,3,Married,6179,21057,Yes,15,3,80,10,3,2,10,2,6
39,No,Travel_Rarely,1498,Sales,4,Life Sciences,Male,44,2,Sales Executive,4,Married,6120,3567,Yes,12,3,80,8,2,4,5,4,1
51,No,Travel_Frequently,541,Sales,3,Marketing,Male,52,3,Sales Executive,2,Married,10596,15395,No,11,3,80,14,5,3,4,2,3
41,No,Travel_Frequently,1200,Research & Development,3,Life Sciences,Female,75,2,Research Scientist,4,Divorced,5467,13953,Yes,14,3,80,12,4,2,6,2,3
37,No,Travel_Rarely,1439,Research & Development,1,Life Sciences,Male,54,1,Research Scientist,3,Married,2996,5182,Yes,15,3,80,8,2,3,6,4,1
33,No,Travel_Frequently,1111,Sales,1,Life Sciences,Male,61,2,Sales Executive,4,Married,9998,19293,No,13,3,80,8,2,4,5,4,1
32,No,Travel_Rarely,499,Sales,1,Marketing,Male,36,2,Sales Executive,2,Married,4078,20497,Yes,13,3,80,4,3,2,3,2,1
39,No,Non-Travel,1485,Research & Development,2,Life Sciences,Male,71,3,Healthcare Representative,3,Married,10920,3449,No,21,4,80,13,2,3,6,4,0
25,No,Travel_Rarely,1372,Sales,1,Life Sciences,Male,93,2,Sales Executive,3,Married,6232,12477,No,11,3,80,6,3,2,3,2,1
52,No,Travel_Frequently,322,Research & Development,2,Medical,Female,59,4,Manufacturing Director,3,Married,13247,9731,Yes,11,3,80,24,3,2,5,3,0
43,No,Travel_Rarely,930,Research & Development,3,Medical,Female,73,2,Research Scientist,3,Single,4081,20003,Yes,14,3,80,20,3,1,20,7,1
27,No,Travel_Rarely,205,Sales,3,Marketing,Female,98,2,Sales Executive,4,Married,5769,7100,Yes,11,3,80,6,3,3,6,2,4
27,Yes,Travel_Rarely,135,Research & Development,4,Life Sciences,Female,51,1,Research Scientist,3,Single,2394,25681,Yes,13,3,80,8,2,3,8,2,7
26,No,Travel_Rarely,683,Research & Development,1,Medical,Male,36,1,Research Scientist,4,Single,3904,4050,No,12,3,80,5,2,3,4,3,1
42,No,Travel_Rarely,1147,Human Resources,3,Human Resources,Female,31,4,Manager,1,Married,16799,16616,No,14,3,80,21,5,3,20,7,0
52,No,Travel_Rarely,258,Research & Development,4,Other,Female,54,1,Laboratory Technician,1,Married,2950,17363,No,13,3,80,12,2,1,5,4,0
37,No,Travel_Rarely,1462,Research & Development,3,Medical,Female,94,1,Laboratory Technician,3,Single,3629,19106,No,18,3,80,8,6,3,3,2,0
35,No,Travel_Frequently,200,Research & Development,2,Life Sciences,Male,60,3,Manufacturing Director,4,Single,9362,19944,No,11,3,80,10,2,3,2,2,2
25,No,Travel_Rarely,949,Research & Development,3,Technical Degree,Male,81,1,Laboratory Technician,4,Married,3229,4910,No,11,3,80,7,2,2,3,2,0
26,No,Travel_Rarely,652,Research & Development,3,Other,Male,100,1,Laboratory Technician,1,Single,3578,23577,No,12,3,80,8,2,3,7,7,0
29,No,Travel_Rarely,332,Human Resources,3,Other,Male,51,3,Human Resources,1,Single,7988,9769,No,13,3,80,10,3,2,10,9,0
49,Yes,Travel_Frequently,1475,Research & Development,2,Life Sciences,Male,97,2,Laboratory Technician,1,Single,4284,22710,No,20,4,80,20,2,3,4,3,1
29,Yes,Travel_Frequently,337,Research & Development,1,Other,Female,84,3,Healthcare Representative,4,Single,7553,22930,Yes,12,3,80,9,1,3,8,7,7
54,No,Travel_Rarely,971,Research & Development,3,Medical,Female,54,4,Research Director,4,Single,17328,5652,No,19,3,80,29,3,2,20,7,12
58,No,Travel_Rarely,1055,Research & Development,3,Medical,Female,76,5,Research Director,1,Married,19701,22456,Yes,21,4,80,32,3,3,9,8,1
55,No,Travel_Rarely,1136,Research & Development,4,Medical,Male,81,4,Research Director,4,Divorced,14732,12414,No,13,3,80,31,4,4,7,7,0
36,No,Travel_Rarely,1174,Sales,4,Marketing,Female,99,2,Sales Executive,2,Single,9278,20763,Yes,16,3,80,15,3,3,5,4,0
31,Yes,Travel_Frequently,667,Sales,4,Life Sciences,Female,50,1,Sales Representative,3,Single,1359,16154,No,12,3,80,1,3,3,1,0,0
30,No,Travel_Rarely,855,Sales,4,Marketing,Female,73,2,Sales Executive,1,Divorced,4779,12761,No,14,3,80,8,3,3,3,2,0
31,No,Travel_Rarely,182,Research & Development,5,Life Sciences,Female,93,4,Research Director,2,Single,16422,8847,No,11,3,80,9,3,4,3,2,1
34,No,Travel_Frequently,560,Research & Development,4,Other,Male,91,1,Research Scientist,1,Divorced,2996,20284,No,14,3,80,10,2,3,4,3,1
31,Yes,Travel_Rarely,202,Research & Development,3,Life Sciences,Female,34,1,Research Scientist,2,Single,1261,22262,No,12,3,80,1,3,4,1,0,0
27,No,Travel_Rarely,1377,Research & Development,1,Life Sciences,Male,91,1,Laboratory Technician,1,Married,2099,7679,No,14,3,80,6,3,4,5,0,1
36,No,Travel_Rarely,172,Research & Development,4,Life Sciences,Male,37,2,Laboratory Technician,4,Single,5810,22604,No,16,3,80,10,2,2,10,4,1
36,No,Travel_Rarely,329,Sales,4,Marketing,Female,98,2,Sales Executive,1,Married,5647,13494,No,13,3,80,11,3,2,3,2,0
47,No,Travel_Rarely,465,Research & Development,3,Technical Degree,Male,74,1,Research Scientist,4,Married,3420,10205,No,12,3,80,17,2,2,6,5,1
25,Yes,Travel_Rarely,383,Sales,2,Life Sciences,Male,68,1,Sales Representative,1,Married,4400,15182,No,12,3,80,6,2,3,3,2,2
37,No,Non-Travel,1413,Research & Development,2,Technical Degree,Male,84,1,Laboratory Technician,3,Single,3500,25470,No,14,3,80,7,2,1,6,5,1
56,No,Travel_Rarely,1255,Research & Development,2,Life Sciences,Female,90,1,Research Scientist,1,Married,2066,10494,No,22,4,80,5,3,4,3,2,1
47,No,Travel_Rarely,359,Research & Development,4,Medical,Female,82,4,Research Director,3,Married,17169,26703,No,19,3,80,26,2,4,20,17,5
24,No,Travel_Rarely,1476,Sales,1,Medical,Female,42,2,Sales Executive,3,Married,4162,15211,Yes,12,3,80,5,3,3,5,4,0
32,No,Travel_Rarely,601,Sales,5,Marketing,Male,97,2,Sales Executive,4,Married,9204,23343,No,12,3,80,7,3,2,4,3,0
34,No,Travel_Rarely,401,Research & Development,3,Life Sciences,Female,86,1,Laboratory Technician,2,Married,3294,3708,No,17,3,80,7,2,2,5,4,0
41,No,Travel_Rarely,1283,Research & Development,5,Medical,Male,90,1,Research Scientist,3,Married,2127,5561,Yes,12,3,80,7,5,2,4,2,0
40,No,Non-Travel,663,Research & Development,4,Other,Male,81,2,Laboratory Technician,3,Divorced,3975,23099,No,11,3,80,11,2,4,8,7,0
31,No,Travel_Rarely,326,Sales,2,Life Sciences,Male,31,3,Sales Executive,4,Divorced,10793,8386,No,18,3,80,13,5,3,13,7,9
46,Yes,Travel_Rarely,377,Sales,3,Marketing,Male,52,3,Sales Executive,4,Divorced,10096,15986,No,11,3,80,28,1,4,7,7,4
39,Yes,Non-Travel,592,Research & Development,3,Life Sciences,Female,54,1,Laboratory Technician,1,Single,3646,17181,Yes,23,4,80,11,2,4,1,0,0
31,Yes,Travel_Frequently,1445,Research & Development,5,Life Sciences,Female,100,3,Manufacturing Director,2,Single,7446,8931,No,11,3,80,10,2,3,10,8,4
45,No,Travel_Rarely,1038,Research & Development,3,Medical,Male,95,3,Healthcare Representative,1,Divorced,10851,19863,Yes,18,3,80,24,2,3,7,7,0
31,No,Travel_Rarely,1398,Human Resources,2,Medical,Female,96,1,Human Resources,2,Single,2109,24609,No,18,3,80,8,3,3,3,2,0
31,Yes,Travel_Frequently,523,Research & Development,3,Life Sciences,Male,94,1,Laboratory Technician,4,Married,3722,21081,Yes,13,3,80,7,2,1,2,2,2
45,No,Travel_Rarely,1448,Research & Development,3,Technical Degree,Male,55,3,Manufacturing Director,4,Married,9380,14720,Yes,18,3,80,10,4,4,3,1,1
48,No,Travel_Rarely,1221,Sales,3,Marketing,Male,96,2,Sales Executive,1,Divorced,5486,24795,No,11,3,80,15,3,3,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,4,Technical Degree,Female,52,1,Human Resources,3,Married,2742,3072,No,15,3,80,2,0,3,2,2,2
40,No,Non-Travel,218,Research & Development,1,Medical,Male,55,3,Research Director,2,Divorced,13757,25178,No,11,3,80,16,5,3,9,8,4
28,No,Travel_Rarely,866,Sales,3,Medical,Male,84,2,Sales Executive,1,Single,8463,23490,No,18,3,80,6,4,3,5,4,1
44,No,Non-Travel,981,Research & Development,3,Life Sciences,Male,90,1,Laboratory Technician,3,Single,3162,7973,No,14,3,80,7,5,3,5,2,0
53,No,Travel_Rarely,447,Research & Development,3,Medical,Male,39,4,Research Director,2,Single,16598,19764,No,12,3,80,35,2,2,9,8,8
49,No,Travel_Rarely,1495,Research & Development,4,Technical Degree,Male,96,2,Healthcare Representative,3,Married,6651,21534,No,14,3,80,20,0,2,3,2,1
40,No,Travel_Rarely,896,Research & Development,3,Medical,Male,68,1,Research Scientist,3,Divorced,2345,8045,No,14,3,80,8,3,4,3,1,1
44,No,Travel_Rarely,1467,Research & Development,3,Life Sciences,Male,49,1,Research Scientist,2,Single,3420,21158,No,13,3,80,6,3,2,5,2,1
33,No,Travel_Frequently,430,Sales,3,Medical,Male,54,2,Sales Executive,1,Married,4373,17456,No,14,3,80,5,2,3,4,3,0
34,No,Travel_Rarely,1326,Sales,3,Other,Male,81,2,Sales Executive,1,Single,4759,15891,No,18,3,80,15,2,3,13,9,3
30,No,Travel_Rarely,1358,Sales,1,Life Sciences,Male,96,2,Sales Executive,3,Married,5301,2939,No,15,3,80,4,2,2,2,1,2
42,No,Travel_Frequently,748,Research & Development,2,Medical,Female,74,1,Laboratory Technician,4,Single,3673,16458,No,13,3,80,12,3,3,12,9,5
44,No,Travel_Frequently,383,Sales,5,Marketing,Female,79,2,Sales Executive,3,Married,4768,9282,No,12,3,80,11,4,2,1,0,0
30,No,Non-Travel,990,Research & Development,3,Technical Degree,Male,64,1,Research Scientist,3,Divorced,1274,7152,No,13,3,80,1,2,2,1,0,0
57,No,Travel_Rarely,405,Research & Development,2,Life Sciences,Male,93,2,Research Scientist,3,Married,4900,2721,No,24,4,80,13,2,2,12,9,2
49,No,Travel_Rarely,1490,Research & Development,4,Life Sciences,Male,35,3,Healthcare Representative,2,Divorced,10466,20948,No,14,3,80,29,3,3,8,7,0
34,No,Travel_Frequently,829,Research & Development,3,Medical,Male,71,4,Research Director,1,Divorced,17007,11929,No,14,3,80,16,3,2,14,8,6
28,Yes,Travel_Frequently,1496,Sales,3,Technical Degree,Male,92,1,Sales Representative,3,Married,2909,15747,No,15,3,80,5,3,4,3,2,1
29,Yes,Travel_Frequently,115,Sales,3,Technical Degree,Female,51,2,Sales Executive,2,Single,5765,17485,No,11,3,80,7,4,1,5,3,0
34,Yes,Travel_Rarely,790,Sales,4,Medical,Female,40,2,Sales Executive,2,Single,4599,7815,Yes,23,4,80,16,2,4,15,9,10
35,No,Travel_Rarely,660,Sales,1,Life Sciences,Male,76,1,Sales Representative,3,Married,2404,16192,No,13,3,80,1,3,3,1,0,0
24,Yes,Travel_Frequently,381,Research & Development,3,Medical,Male,89,1,Laboratory Technician,1,Single,3172,16998,Yes,11,3,80,4,2,2,0,0,0
24,No,Non-Travel,830,Sales,2,Life Sciences,Female,78,1,Sales Representative,2,Married,2033,7103,No,13,3,80,1,2,3,1,0,0
44,No,Travel_Frequently,1193,Research & Development,1,Medical,Male,86,3,Manufacturing Director,3,Single,10209,19719,Yes,18,3,80,16,2,2,2,2,2
29,No,Travel_Rarely,1246,Sales,3,Life Sciences,Male,77,2,Sales Executive,3,Divorced,8620,23757,No,14,3,80,10,3,3,10,7,0
30,No,Travel_Rarely,330,Human Resources,3,Life Sciences,Male,46,1,Human Resources,3,Divorced,2064,15428,No,21,4,80,6,3,4,5,3,1
55,No,Travel_Rarely,1229,Research & Development,4,Life Sciences,Male,30,2,Healthcare Representative,3,Married,4035,16143,Yes,16,3,80,4,2,3,3,2,1
33,No,Travel_Rarely,1099,Research & Development,4,Medical,Female,82,1,Laboratory Technician,2,Married,3838,8192,No,11,3,80,8,5,3,5,4,0
47,No,Travel_Rarely,571,Sales,3,Medical,Female,78,2,Sales Executive,3,Married,4591,24200,Yes,17,3,80,11,4,2,5,4,1
28,Yes,Travel_Frequently,289,Research & Development,2,Medical,Male,38,1,Laboratory Technician,1,Single,2561,5355,No,11,3,80,8,2,2,0,0,0
28,No,Travel_Rarely,1423,Research & Development,3,Life Sciences,Male,72,1,Research Scientist,3,Divorced,1563,12530,No,14,3,80,1,2,1,1,0,0
28,No,Travel_Frequently,467,Sales,3,Life Sciences,Male,55,2,Sales Executive,1,Single,4898,11827,No,14,3,80,5,5,3,4,2,1
49,No,Travel_Rarely,271,Research & Development,2,Medical,Female,43,2,Laboratory Technician,1,Married,4789,23070,No,25,4,80,10,3,3,3,2,1
29,No,Travel_Frequently,410,Research & Development,1,Life Sciences,Female,97,1,Laboratory Technician,2,Married,3180,4668,No,13,3,80,4,3,3,3,2,0
